791,1,0,1,0,0,2,1,0,11
7,784,0,1,0,1,1,0,1,12
3,1,757,7,0,5,4,5,21,5
3,1,9,775,3,0,3,8,0,7
0,0,0,1,790,1,0,0,0,11
0,0,5,0,2,801,0,1,1,5
1,4,2,2,0,1,770,11,3,12
10,1,4,5,0,1,5,760,2,19
2,2,17,2,0,5,3,6,741,5
1,0,0,0,0,0,0,1,0,812
9801.73482032218,9714.993804213134,9368.81188118812,9579.72805933251,9838.107098381071,9828.220858895706,9553.349875930522,9417.596034696406,9463.60153256705,9975.429975429975
9669.926650366748,9874.05541561713,9534.005037783376,9760.705289672544,9937.106918238993,9828.220858895706,9771.573604060914,9583.858764186634,9635.890767230168,9032.258064516129
9735.384615384617,9793.878825733915,9450.686641697877,9669.369931378666,9887.359198998747,9828.220858895706,9661.229611041404,9500.0,9548.969072164948,9480.443666082894
791,1,0,1,0,0,2,1,0,11
7,784,0,1,0,1,1,0,1,12
3,1,757,7,0,5,4,5,21,5
3,1,9,775,3,0,3,8,0,7
0,0,0,1,790,1,0,0,0,11
0,0,5,0,2,801,0,1,1,5
1,4,2,2,0,1,770,11,3,12
10,1,4,5,0,1,5,760,2,19
2,2,17,2,0,5,3,6,741,5
1,0,0,0,0,0,0,1,0,812
9801.73482032218,9714.993804213134,9368.81188118812,9579.72805933251,9838.107098381071,9828.220858895706,9553.349875930522,9417.596034696406,9463.60153256705,9975.429975429975
9669.926650366748,9874.05541561713,9534.005037783376,9760.705289672544,9937.106918238993,9828.220858895706,9771.573604060914,9583.858764186634,9635.890767230168,9032.258064516129
9735.384615384617,9793.878825733915,9450.686641697877,9669.369931378666,9887.359198998747,9828.220858895706,9661.229611041404,9500.0,9548.969072164948,9480.443666082894
